Model,Region,Date,EVI_Mean,EVI_Lower,EVI_Upper
BiLSTM,Erbil,2026-01-01,0.141991,0.131963,0.15202
BiLSTM,Erbil,2026-02-01,0.200295,0.186759,0.213831
BiLSTM,Erbil,2026-03-01,0.260163,0.244899,0.275427
BiLSTM,Erbil,2026-04-01,0.30945,0.291367,0.327534
BiLSTM,Erbil,2026-05-01,0.197288,0.178104,0.216472
BiLSTM,Erbil,2026-06-01,0.125236,0.116133,0.134338
BiLSTM,Erbil,2026-07-01,0.105421,0.09841,0.112431
BiLSTM,Erbil,2026-08-01,0.097885,0.09126,0.10451
BiLSTM,Erbil,2026-09-01,0.095319,0.08813,0.102508
BiLSTM,Erbil,2026-10-01,0.095709,0.089626,0.101792
BiLSTM,Erbil,2026-11-01,0.098772,0.092176,0.105369
BiLSTM,Erbil,2026-12-01,0.111275,0.102671,0.119879
BiLSTM,Erbil,2027-01-01,0.140184,0.127548,0.152821
BiLSTM,Erbil,2027-02-01,0.198464,0.183703,0.213225
BiLSTM,Erbil,2027-03-01,0.25191,0.237736,0.266084
BiLSTM,Erbil,2027-04-01,0.303594,0.28365,0.323537
BiLSTM,Erbil,2027-05-01,0.208456,0.185175,0.231738
BiLSTM,Erbil,2027-06-01,0.1259,0.116646,0.135154
BiLSTM,Erbil,2027-07-01,0.104822,0.096925,0.112719
BiLSTM,Erbil,2027-08-01,0.096894,0.089864,0.103924
BiLSTM,Erbil,2027-09-01,0.094856,0.087832,0.101881
BiLSTM,Erbil,2027-10-01,0.095913,0.088744,0.103082
BiLSTM,Erbil,2027-11-01,0.098941,0.091937,0.105946
BiLSTM,Erbil,2027-12-01,0.111426,0.102987,0.119865
BiLSTM,Erbil,2028-01-01,0.140881,0.128468,0.153295
BiLSTM,Erbil,2028-02-01,0.201971,0.188257,0.215684
BiLSTM,Erbil,2028-03-01,0.259584,0.243184,0.275984
BiLSTM,Erbil,2028-04-01,0.315177,0.2896,0.340753
BiLSTM,Erbil,2028-05-01,0.205279,0.172721,0.237836
BiLSTM,Erbil,2028-06-01,0.126154,0.114408,0.137899
BiLSTM,Erbil,2028-07-01,0.104219,0.09474,0.113697
BiLSTM,Erbil,2028-08-01,0.096468,0.088521,0.104415
BiLSTM,Erbil,2028-09-01,0.09474,0.086621,0.102859
BiLSTM,Erbil,2028-10-01,0.095703,0.088348,0.103057
BiLSTM,Erbil,2028-11-01,0.09952,0.091332,0.107708
BiLSTM,Erbil,2028-12-01,0.111587,0.101593,0.121581
BiLSTM,Erbil,2029-01-01,0.140731,0.126899,0.154564
BiLSTM,Erbil,2029-02-01,0.20131,0.186107,0.216512
BiLSTM,Erbil,2029-03-01,0.25945,0.237827,0.281073
BiLSTM,Erbil,2029-04-01,0.312738,0.286527,0.338949
BiLSTM,Erbil,2029-05-01,0.209175,0.178446,0.239903
BiLSTM,Erbil,2029-06-01,0.125219,0.113097,0.137342
BiLSTM,Erbil,2029-07-01,0.103873,0.093669,0.114077
BiLSTM,Erbil,2029-08-01,0.096446,0.08699,0.105902
BiLSTM,Erbil,2029-09-01,0.095107,0.086445,0.103769
BiLSTM,Erbil,2029-10-01,0.09546,0.087104,0.103817
BiLSTM,Erbil,2029-11-01,0.099546,0.090234,0.108858
BiLSTM,Erbil,2029-12-01,0.111794,0.100585,0.123003
BiLSTM,Erbil,2030-01-01,0.140439,0.126998,0.153881
BiLSTM,Erbil,2030-02-01,0.200677,0.180234,0.22112
BiLSTM,Erbil,2030-03-01,0.260163,0.23936,0.280966
BiLSTM,Erbil,2030-04-01,0.312889,0.28422,0.341559
BiLSTM,Erbil,2030-05-01,0.20804,0.165612,0.250469
BiLSTM,Erbil,2030-06-01,0.125867,0.108172,0.143563
BiLSTM,Erbil,2030-07-01,0.104485,0.092717,0.116253
BiLSTM,Erbil,2030-08-01,0.096799,0.08685,0.106748
BiLSTM,Erbil,2030-09-01,0.094438,0.084933,0.103942
BiLSTM,Erbil,2030-10-01,0.094841,0.085021,0.104661
BiLSTM,Erbil,2030-11-01,0.09907,0.089211,0.108929
BiLSTM,Erbil,2030-12-01,0.111503,0.100576,0.122431
BiLSTM,Erbil,2031-01-01,0.140909,0.123344,0.158475
BiLSTM,Erbil,2031-02-01,0.201899,0.180809,0.222989
BiLSTM,Erbil,2031-03-01,0.259054,0.237356,0.280751
BiLSTM,Erbil,2031-04-01,0.313775,0.282826,0.344723
BiLSTM,Erbil,2031-05-01,0.208234,0.166641,0.249826
BiLSTM,Erbil,2031-06-01,0.124732,0.108131,0.141332
BiLSTM,Erbil,2031-07-01,0.103738,0.09135,0.116126
BiLSTM,Erbil,2031-08-01,0.096249,0.083034,0.109464
BiLSTM,Erbil,2031-09-01,0.095059,0.083614,0.106504
BiLSTM,Erbil,2031-10-01,0.095557,0.083609,0.107506
BiLSTM,Erbil,2031-11-01,0.100093,0.088464,0.111722
BiLSTM,Erbil,2031-12-01,0.111522,0.096086,0.126958
BiLSTM,Erbil,2032-01-01,0.142322,0.126532,0.158113
BiLSTM,Erbil,2032-02-01,0.201495,0.176624,0.226365
BiLSTM,Erbil,2032-03-01,0.258362,0.233086,0.283637
BiLSTM,Erbil,2032-04-01,0.315162,0.276436,0.353888
BiLSTM,Erbil,2032-05-01,0.207173,0.165862,0.248484
BiLSTM,Erbil,2032-06-01,0.125665,0.109796,0.141533
BiLSTM,Erbil,2032-07-01,0.103938,0.091304,0.116573
BiLSTM,Erbil,2032-08-01,0.096073,0.08447,0.107677
BiLSTM,Erbil,2032-09-01,0.094614,0.084121,0.105107
BiLSTM,Erbil,2032-10-01,0.095341,0.085236,0.105447
BiLSTM,Erbil,2032-11-01,0.099232,0.08706,0.111404
BiLSTM,Erbil,2032-12-01,0.111368,0.097189,0.125548
BiLSTM,Erbil,2033-01-01,0.140364,0.122316,0.158413
BiLSTM,Erbil,2033-02-01,0.200403,0.176259,0.224547
BiLSTM,Erbil,2033-03-01,0.259376,0.225412,0.29334
BiLSTM,Erbil,2033-04-01,0.313973,0.275309,0.352636
BiLSTM,Erbil,2033-05-01,0.208344,0.163243,0.253445
BiLSTM,Erbil,2033-06-01,0.125248,0.106984,0.143512
BiLSTM,Erbil,2033-07-01,0.104336,0.088857,0.119814
BiLSTM,Erbil,2033-08-01,0.096204,0.083792,0.108616
BiLSTM,Erbil,2033-09-01,0.095002,0.08172,0.108284
BiLSTM,Erbil,2033-10-01,0.095411,0.082244,0.108578
BiLSTM,Erbil,2033-11-01,0.099176,0.085763,0.112589
BiLSTM,Erbil,2033-12-01,0.111647,0.096088,0.127207
BiLSTM,Erbil,2034-01-01,0.141419,0.118228,0.16461
BiLSTM,Erbil,2034-02-01,0.200521,0.175851,0.22519
BiLSTM,Erbil,2034-03-01,0.259192,0.225203,0.293181
BiLSTM,Erbil,2034-04-01,0.313184,0.269431,0.356936
BiLSTM,Erbil,2034-05-01,0.208014,0.157624,0.258404
BiLSTM,Erbil,2034-06-01,0.125562,0.105041,0.146083
BiLSTM,Erbil,2034-07-01,0.10412,0.090793,0.117447
BiLSTM,Erbil,2034-08-01,0.096797,0.083558,0.110036
BiLSTM,Erbil,2034-09-01,0.094451,0.081203,0.107698
BiLSTM,Erbil,2034-10-01,0.094939,0.081399,0.108479
BiLSTM,Erbil,2034-11-01,0.09903,0.085387,0.112672
BiLSTM,Erbil,2034-12-01,0.111707,0.095661,0.127752
BiLSTM,Erbil,2035-01-01,0.140703,0.119408,0.161998
BiLSTM,Erbil,2035-02-01,0.200845,0.173672,0.228019
BiLSTM,Erbil,2035-03-01,0.258395,0.225538,0.291251
BiLSTM,Erbil,2035-04-01,0.315045,0.275224,0.354866
BiLSTM,Erbil,2035-05-01,0.208863,0.156171,0.261555
BiLSTM,Erbil,2035-06-01,0.125592,0.103765,0.147419
BiLSTM,Erbil,2035-07-01,0.1042,0.088884,0.119517
BiLSTM,Erbil,2035-08-01,0.096618,0.080181,0.113055
BiLSTM,Erbil,2035-09-01,0.095012,0.082142,0.107883
BiLSTM,Erbil,2035-10-01,0.095796,0.080791,0.1108
BiLSTM,Erbil,2035-11-01,0.099346,0.085626,0.113066
BiLSTM,Erbil,2035-12-01,0.111693,0.093588,0.129797
BiLSTM,Duhok,2026-01-01,0.15608,0.149008,0.163151
BiLSTM,Duhok,2026-02-01,0.185433,0.176289,0.194577
BiLSTM,Duhok,2026-03-01,0.235702,0.224716,0.246688
BiLSTM,Duhok,2026-04-01,0.308817,0.291609,0.326024
BiLSTM,Duhok,2026-05-01,0.27259,0.254262,0.290917
BiLSTM,Duhok,2026-06-01,0.17579,0.164811,0.186769
BiLSTM,Duhok,2026-07-01,0.142993,0.135744,0.150242
BiLSTM,Duhok,2026-08-01,0.132955,0.12577,0.14014
BiLSTM,Duhok,2026-09-01,0.130166,0.123574,0.136757
BiLSTM,Duhok,2026-10-01,0.129612,0.122143,0.13708
BiLSTM,Duhok,2026-11-01,0.131024,0.12507,0.136977
BiLSTM,Duhok,2026-12-01,0.135495,0.12853,0.142459
BiLSTM,Duhok,2027-01-01,0.147086,0.138276,0.155895
BiLSTM,Duhok,2027-02-01,0.178244,0.168641,0.187847
BiLSTM,Duhok,2027-03-01,0.22967,0.215061,0.244278
BiLSTM,Duhok,2027-04-01,0.3209,0.299173,0.342626
BiLSTM,Duhok,2027-05-01,0.287166,0.264699,0.309633
BiLSTM,Duhok,2027-06-01,0.180991,0.166747,0.195235
BiLSTM,Duhok,2027-07-01,0.144345,0.134389,0.154301
BiLSTM,Duhok,2027-08-01,0.133826,0.125915,0.141738
BiLSTM,Duhok,2027-09-01,0.132455,0.125065,0.139844
BiLSTM,Duhok,2027-10-01,0.13316,0.126267,0.140052
BiLSTM,Duhok,2027-11-01,0.134712,0.127111,0.142312
BiLSTM,Duhok,2027-12-01,0.139379,0.132382,0.146377
BiLSTM,Duhok,2028-01-01,0.151572,0.142701,0.160442
BiLSTM,Duhok,2028-02-01,0.181733,0.168978,0.194488
BiLSTM,Duhok,2028-03-01,0.236999,0.218229,0.25577
BiLSTM,Duhok,2028-04-01,0.327588,0.302882,0.352293
BiLSTM,Duhok,2028-05-01,0.286121,0.259879,0.312363
BiLSTM,Duhok,2028-06-01,0.177416,0.165294,0.189539
BiLSTM,Duhok,2028-07-01,0.143444,0.134219,0.152669
BiLSTM,Duhok,2028-08-01,0.133851,0.126069,0.141634
BiLSTM,Duhok,2028-09-01,0.132416,0.122696,0.142136
BiLSTM,Duhok,2028-10-01,0.133116,0.124519,0.141713
BiLSTM,Duhok,2028-11-01,0.134191,0.125928,0.142455
BiLSTM,Duhok,2028-12-01,0.139136,0.129655,0.148618
BiLSTM,Duhok,2029-01-01,0.150138,0.139952,0.160324
BiLSTM,Duhok,2029-02-01,0.181717,0.16797,0.195465
BiLSTM,Duhok,2029-03-01,0.234856,0.216962,0.25275
BiLSTM,Duhok,2029-04-01,0.323416,0.296438,0.350394
BiLSTM,Duhok,2029-05-01,0.287898,0.262273,0.313523
BiLSTM,Duhok,2029-06-01,0.177186,0.163753,0.190618
BiLSTM,Duhok,2029-07-01,0.143303,0.132734,0.153872
BiLSTM,Duhok,2029-08-01,0.133509,0.122818,0.1442
BiLSTM,Duhok,2029-09-01,0.132108,0.122008,0.142208
BiLSTM,Duhok,2029-10-01,0.132749,0.123011,0.142486
BiLSTM,Duhok,2029-11-01,0.134182,0.124954,0.143411
BiLSTM,Duhok,2029-12-01,0.139507,0.130571,0.148442
BiLSTM,Duhok,2030-01-01,0.150705,0.139659,0.161752
BiLSTM,Duhok,2030-02-01,0.18221,0.166349,0.19807
BiLSTM,Duhok,2030-03-01,0.236758,0.212458,0.261058
BiLSTM,Duhok,2030-04-01,0.323777,0.296468,0.351085
BiLSTM,Duhok,2030-05-01,0.286386,0.252454,0.320317
BiLSTM,Duhok,2030-06-01,0.177383,0.161582,0.193184
BiLSTM,Duhok,2030-07-01,0.143532,0.133524,0.15354
BiLSTM,Duhok,2030-08-01,0.134206,0.123576,0.144837
BiLSTM,Duhok,2030-09-01,0.132344,0.12126,0.143428
BiLSTM,Duhok,2030-10-01,0.132564,0.122295,0.142832
BiLSTM,Duhok,2030-11-01,0.13455,0.125485,0.143615
BiLSTM,Duhok,2030-12-01,0.139565,0.130181,0.148949
BiLSTM,Duhok,2031-01-01,0.150643,0.138138,0.163148
BiLSTM,Duhok,2031-02-01,0.181934,0.165538,0.198329
BiLSTM,Duhok,2031-03-01,0.237142,0.211715,0.262569
BiLSTM,Duhok,2031-04-01,0.323601,0.295106,0.352095
BiLSTM,Duhok,2031-05-01,0.285656,0.256486,0.314826
BiLSTM,Duhok,2031-06-01,0.177249,0.160372,0.194125
BiLSTM,Duhok,2031-07-01,0.143713,0.130029,0.157398
BiLSTM,Duhok,2031-08-01,0.133591,0.121558,0.145623
BiLSTM,Duhok,2031-09-01,0.132278,0.120228,0.144328
BiLSTM,Duhok,2031-10-01,0.132708,0.122367,0.143049
BiLSTM,Duhok,2031-11-01,0.134308,0.124014,0.144603
BiLSTM,Duhok,2031-12-01,0.139092,0.128238,0.149946
BiLSTM,Duhok,2032-01-01,0.150832,0.138235,0.16343
BiLSTM,Duhok,2032-02-01,0.182171,0.163882,0.200461
BiLSTM,Duhok,2032-03-01,0.236647,0.2122,0.261094
BiLSTM,Duhok,2032-04-01,0.323453,0.290607,0.356299
BiLSTM,Duhok,2032-05-01,0.2854,0.250997,0.319803
BiLSTM,Duhok,2032-06-01,0.177823,0.157166,0.19848
BiLSTM,Duhok,2032-07-01,0.14282,0.130156,0.155484
BiLSTM,Duhok,2032-08-01,0.134231,0.121631,0.146832
BiLSTM,Duhok,2032-09-01,0.131973,0.120214,0.143731
BiLSTM,Duhok,2032-10-01,0.132271,0.12014,0.144402
BiLSTM,Duhok,2032-11-01,0.134197,0.122122,0.146272
BiLSTM,Duhok,2032-12-01,0.139148,0.126637,0.151658
BiLSTM,Duhok,2033-01-01,0.150098,0.135946,0.164249
BiLSTM,Duhok,2033-02-01,0.181906,0.161096,0.202717
BiLSTM,Duhok,2033-03-01,0.236693,0.205399,0.267987
BiLSTM,Duhok,2033-04-01,0.324024,0.28888,0.359168
BiLSTM,Duhok,2033-05-01,0.286734,0.251804,0.321663
BiLSTM,Duhok,2033-06-01,0.17744,0.157383,0.197497
BiLSTM,Duhok,2033-07-01,0.143513,0.129285,0.157742
BiLSTM,Duhok,2033-08-01,0.13425,0.122433,0.146066
BiLSTM,Duhok,2033-09-01,0.132609,0.117637,0.147581
BiLSTM,Duhok,2033-10-01,0.132648,0.118777,0.146519
BiLSTM,Duhok,2033-11-01,0.13424,0.121256,0.147224
BiLSTM,Duhok,2033-12-01,0.139166,0.127356,0.150976
BiLSTM,Duhok,2034-01-01,0.151252,0.134056,0.168447
BiLSTM,Duhok,2034-02-01,0.182692,0.16184,0.203545
BiLSTM,Duhok,2034-03-01,0.235441,0.205771,0.265111
BiLSTM,Duhok,2034-04-01,0.323686,0.287103,0.360268
BiLSTM,Duhok,2034-05-01,0.285672,0.242879,0.328464
BiLSTM,Duhok,2034-06-01,0.17805,0.153334,0.202767
BiLSTM,Duhok,2034-07-01,0.142576,0.125438,0.159714
BiLSTM,Duhok,2034-08-01,0.133965,0.119535,0.148396
BiLSTM,Duhok,2034-09-01,0.132169,0.119636,0.144702
BiLSTM,Duhok,2034-10-01,0.133221,0.120549,0.145893
BiLSTM,Duhok,2034-11-01,0.134752,0.120571,0.148933
BiLSTM,Duhok,2034-12-01,0.13926,0.125259,0.15326
BiLSTM,Duhok,2035-01-01,0.15066,0.135639,0.165682
BiLSTM,Duhok,2035-02-01,0.183027,0.160811,0.205242
BiLSTM,Duhok,2035-03-01,0.236844,0.205449,0.26824
BiLSTM,Duhok,2035-04-01,0.325268,0.284356,0.36618
BiLSTM,Duhok,2035-05-01,0.285473,0.23956,0.331386
BiLSTM,Duhok,2035-06-01,0.177073,0.155435,0.19871
BiLSTM,Duhok,2035-07-01,0.144122,0.126583,0.161661
BiLSTM,Duhok,2035-08-01,0.134044,0.118305,0.149784
BiLSTM,Duhok,2035-09-01,0.131814,0.119393,0.144235
BiLSTM,Duhok,2035-10-01,0.132757,0.118239,0.147274
BiLSTM,Duhok,2035-11-01,0.134499,0.118601,0.150397
BiLSTM,Duhok,2035-12-01,0.139261,0.124036,0.154486
BiLSTM,Sulaymaniyah,2026-01-01,0.169066,0.158471,0.179662
BiLSTM,Sulaymaniyah,2026-02-01,0.211762,0.200917,0.222607
BiLSTM,Sulaymaniyah,2026-03-01,0.246285,0.235642,0.256929
BiLSTM,Sulaymaniyah,2026-04-01,0.290141,0.275066,0.305217
BiLSTM,Sulaymaniyah,2026-05-01,0.163961,0.149181,0.178741
BiLSTM,Sulaymaniyah,2026-06-01,0.106909,0.100119,0.113699
BiLSTM,Sulaymaniyah,2026-07-01,0.092611,0.086457,0.098765
BiLSTM,Sulaymaniyah,2026-08-01,0.089021,0.083887,0.094154
